g-spine,g-img,g-title,g-director,g-country,g-year,link
279,,Young Törless,Volker Schlöndorff,"Germany,",1966,https://www.criterion.com/films/926-young-torless
577,,Cul-de-sac,Roman Polanski,"United Kingdom,",1966,https://www.criterion.com/films/27658-cul-de-sac
207,,The Pornographers,Shohei Imamura,"Japan,",1966,https://www.criterion.com/films/602-the-pornographers
735,,Ride in the Whirlwind,Monte Hellman,"United States,",1966,https://www.criterion.com/films/28581-ride-in-the-whirlwind
481,,Made in U.S.A,Jean-Luc Godard,"France,",1966,https://www.criterion.com/films/2109-made-in-u-s-a
297,,Au hasard Balthazar,Robert Bresson,"France,",1966,https://www.criterion.com/films/455-au-hasard-balthazar
,,A Report on the Party and Guests,Jan Němec,"Czechoslovakia,",1966,https://www.criterion.com/films/27877-a-report-on-the-party-and-guests
,,Violence at Noon,Nagisa Oshima,"Japan,",1966,https://www.criterion.com/films/22296-violence-at-noon
482,,2 or 3 Things I Know About Her,Jean-Luc Godard,"France,",1967,https://www.criterion.com/films/1333-2-or-3-things-i-know-about-her
181,,I Am Curious—Blue,Vilgot Sjöman,"Sweden,",1967,https://www.criterion.com/films/729-i-am-curious-blue
38,,Branded to Kill,Seijun Suzuki,"Japan,",1967,https://www.criterion.com/films/576-branded-to-kill
717,,The Young Girls of Rochefort,Jacques Demy,"France,",1967,https://www.criterion.com/films/28615-the-young-girls-of-rochefort
,,Zatoichi’s Cane Sword,Kimiyoshi Yasuda,"Japan,",1967,https://www.criterion.com/films/28313-zatoichi-s-cane-sword
,,Elvira Madigan,Bo Widerberg,"Sweden,",1967,https://www.criterion.com/films/30374-elvira-madigan
145,,The Firemen’s Ball,Miloš Forman,"Czechoslovakia,",1967,https://www.criterion.com/films/688-the-firemen-s-ball
,,A Colt Is My Passport,Takashi Nomura,"Japan,",1967,https://www.criterion.com/films/2959-a-colt-is-my-passport
835,,Valley of the Dolls,Mark Robson,"United States,",1967,https://www.criterion.com/films/28577-valley-of-the-dolls
363,,Mouchette,Robert Bresson,"France,",1967,https://www.criterion.com/films/456-mouchette
,,Zatoichi Challenged,Kenji Misumi,"Japan,",1967,https://www.criterion.com/films/28314-zatoichi-challenged
,,"Love Affair, or the Case of the Missing Switchboard Operator",Dušan Makavejev,"Yugoslavia,",1967,https://www.criterion.com/films/3985-love-affair-or-the-case-of-the-missing-switchboard-operator
306,,Le samouraï,Jean-Pierre Melville,"France,",1967,https://www.criterion.com/films/184-le-samourai
388,,The Two of Us,Claude Berri,"France,",1967,https://www.criterion.com/films/757-the-two-of-us
959,,In the Heat of the Night,Norman Jewison,"United States,",1967,https://www.criterion.com/films/29459-in-the-heat-of-the-night
593,,Belle de jour,Luis Buñuel,"France,",1967,https://www.criterion.com/films/27949-belle-de-jour
180,,I Am Curious—Yellow,Vilgot Sjöman,"Sweden,",1967,https://www.criterion.com/films/728-i-am-curious-yellow
,,Thirst for Love,Koreyoshi Kurahara,"Japan,",1967,https://www.criterion.com/films/27762-thirst-for-love
310,,Samurai Rebellion,Masaki Kobayashi,"Japan,",1967,https://www.criterion.com/films/753-samurai-rebellion
635,,Weekend,Jean-Luc Godard,"France,",1967,https://www.criterion.com/films/28441-weekend
112,,PlayTime,Jacques Tati,"Italy,",1967,https://www.criterion.com/films/651-playtime
781,,In Cold Blood,Richard Brooks,"United States,",1967,https://www.criterion.com/films/28788-in-cold-blood
1093,,The Story of a Three Day Pass,Melvin Van Peebles,"United States,",1967,https://www.criterion.com/films/31848-the-story-of-a-three-day-pass
,,Son of Godzilla,Jun Fukuda,"Japan,",1967,https://www.criterion.com/films/29346-son-of-godzilla
800,,The Graduate,Mike Nichols,"United States,",1967,https://www.criterion.com/films/28578-the-graduate
937,,Dragon Inn,King Hu,"Taiwan,",1967,https://www.criterion.com/films/28790-dragon-inn
,,Sing a Song of Sex,Nagisa Oshima,"Japan,",1967,https://www.criterion.com/films/21949-sing-a-song-of-sex
,,Oedipus Rex,Pier Paolo Pasolini,"Italy,",1967,https://www.criterion.com/films/31433-oedipus-rex
346,,La collectionneuse,Eric Rohmer,"France,",1967,https://www.criterion.com/films/792-la-collectionneuse
786,,Dont Look Back,D. A. Pennebaker,"United States,",1967,https://www.criterion.com/films/28655-dont-look-back
,,The X from Outer Space,Kazui Nihonmatsu,"Japan,",1967,https://www.criterion.com/films/27689-the-x-from-outer-space
,,Zatoichi the Outlaw,Satsuo Yamamoto,"Japan,",1967,https://www.criterion.com/films/28583-zatoichi-the-outlaw
,,Return of the Prodigal Son,Evald Schorm,"Czechoslovakia,",1967,https://www.criterion.com/films/27859-return-of-the-prodigal-son
,,Warrendale,Allan King,"Canada,",1967,https://www.criterion.com/films/27514-warrendale
892,,Festival,Murray Lerner,"United States,",1967,https://www.criterion.com/films/28889-festival
661,,Marketa Lazarová,František Vláčil,"Czechoslovakia,",1967,https://www.criterion.com/films/27876-marketa-lazarova
,,Japanese Summer: Double Suicide,Nagisa Oshima,"Japan,",1967,https://www.criterion.com/films/23955-japanese-summer-double-suicide
943,,Memories of Underdevelopment,Tomás Gutiérrez Alea,"Cuba,",1968,https://www.criterion.com/films/29220-memories-of-underdevelopment
,,Wild 90,Norman Mailer,"United States,",1968,https://www.criterion.com/films/28070-wild-90
,,Hour of the Wolf,Ingmar Bergman,"Sweden,",1968,https://www.criterion.com/films/28876-hour-of-the-wolf
252,,Faces,John Cassavetes,"United States,",1968,https://www.criterion.com/films/915-faces
1045,,Lucía,Humberto Solás,"Cuba,",1968,https://www.criterion.com/films/30298-lucia
,,Samaritan Zatoichi,Kenji Misumi,"Japan,",1968,https://www.criterion.com/films/28316-samaritan-zatoichi
313,,Kill!,Kihachi Okamoto,"Japan,",1968,https://www.criterion.com/films/763-kill
,,Three Resurrected Drunkards,Nagisa Oshima,"Japan,",1968,https://www.criterion.com/films/21952-three-resurrected-drunkards
737,,Les Blank: Always for Pleasure,Les Blank,"United States,",1968,https://www.criterion.com/films/28658-les-blank-always-for-pleasure
584,,Kuroneko,Kaneto Shindo,"Japan,",1968,https://www.criterion.com/films/27628-kuroneko
544,,Head,Bob Rafelson,"United States,",1968,https://www.criterion.com/films/27527-head
1013,,Teorema,Pier Paolo Pasolini,"Italy,",1968,https://www.criterion.com/films/28660-teorema
1065,,Mandabi,Ousmane Sembène,"Senegal,",1968,https://www.criterion.com/films/29067-mandabi
,,Uncle Yanco,Agnès Varda,"France,",1968,https://www.criterion.com/films/28626-uncle-yanco
186,,Stolen Kisses,François Truffaut,"France,",1968,https://www.criterion.com/films/732-stolen-kisses
,,Genocide,Kazui Nihonmatsu,"Japan,",1968,https://www.criterion.com/films/28285-genocide
1179,,Targets,Peter Bogdanovich,"United States,",1968,https://www.criterion.com/films/29965-targets
,,Saute ma ville,Chantal Akerman,"Belgium,",1968,https://www.criterion.com/films/28947-saute-ma-ville
798,,Death by Hanging,Nagisa Oshima,"Japan,",1968,https://www.criterion.com/films/28360-death-by-hanging
,,Capricious Summer,Jiří Menzel,"Czechoslovakia,",1968,https://www.criterion.com/films/27852-capricious-summer
1171,,Romeo and Juliet,Franco Zeffirelli,"Italy,",1968,https://www.criterion.com/films/30205-romeo-and-juliet
,,Beyond the Law,Norman Mailer,"United States,",1968,https://www.criterion.com/films/28321-beyond-the-law
,,No More Excuses,Robert Downey Sr.,"United States,",1968,https://www.criterion.com/films/27940-no-more-excuses
534,,L’enfance nue,Maurice Pialat,"France,",1968,https://www.criterion.com/films/2337-l-enfance-nue
168,,Monterey Pop,D. A. Pennebaker,"United States,",1968,https://www.criterion.com/films/720-monterey-pop
,,Zatoichi and the Fugitives,Kimiyoshi Yasuda,"Japan,",1968,https://www.criterion.com/films/28315-zatoichi-and-the-fugitives
,,Innocence Unprotected,Dušan Makavejev,"Yugoslavia,",1968,https://www.criterion.com/films/1073-innocence-unprotected
,,The Girls,Mai Zetterling,"Sweden,",1968,https://www.criterion.com/films/30381-the-girls
630,,Rosemary’s Baby,Roman Polanski,"United States,",1968,https://www.criterion.com/films/27927-rosemary-s-baby
,,The Living Skeleton,Hiroshi Matsuno,"Japan,",1968,https://www.criterion.com/films/28286-the-living-skeleton
909,,Night of the Living Dead,George A. Romero,"United States,",1968,https://www.criterion.com/films/29331-night-of-the-living-dead
,,"Goke, Body Snatcher from Hell",Hajime Sato,"Japan,",1968,https://www.criterion.com/films/27720-goke-body-snatcher-from-hell
,,Destroy All Monsters,Ishiro Honda,"Japan,",1968,https://www.criterion.com/films/29347-destroy-all-monsters
961,,Shame,Ingmar Bergman,"Sweden,",1968,https://www.criterion.com/films/28877-shame
831,,The Immortal Story,Orson Welles,"France,",1968,https://www.criterion.com/films/27672-the-immortal-story
491,,Z,Costa-Gavras,"Greece,",1969,https://www.criterion.com/films/1400-z
506,,Dillinger Is Dead,Marco Ferreri,"Italy,",1969,https://www.criterion.com/films/21641-dillinger-is-dead
122,,Salesman,"David Maysles, Albert Maysles, and Charlotte Zwerin","United States,",1969,https://www.criterion.com/films/663-salesman
,,Le grand amour,Pierre Etaix,"France,",1969,https://www.criterion.com/films/28398-le-grand-amour
1088,,La piscine,Jacques Deray,"France,",1969,https://www.criterion.com/films/30223-la-piscine
,,Katzelmacher,Rainer Werner Fassbinder,"Germany,",1969,https://www.criterion.com/films/28591-katzelmacher
,,The Rite,Ingmar Bergman,"Sweden,",1969,https://www.criterion.com/films/28417-the-rite
,,Gods of the Plague,Rainer Werner Fassbinder,"Germany,",1969,https://www.criterion.com/films/27958-gods-of-the-plague
,,Mr. Freedom,William Klein,"France,",1969,https://www.criterion.com/films/903-mr-freedom
925,,Midnight Cowboy,John Schlesinger,"United States,",1969,https://www.criterion.com/films/29369-midnight-cowboy
,,The Passion of Anna,Ingmar Bergman,"Sweden,",1969,https://www.criterion.com/films/28873-the-passion-of-anna
385,,Army of Shadows,Jean-Pierre Melville,"France,",1969,https://www.criterion.com/films/153-army-of-shadows
,,Ådalen 31,Bo Widerberg,"Sweden,",1969,https://www.criterion.com/films/30376-adalen-31
345,,My Night at Maud’s,Eric Rohmer,"France,",1969,https://www.criterion.com/films/791-my-night-at-maud-s
391,,If....,Lindsay Anderson,"United Kingdom,",1969,https://www.criterion.com/films/825-if
,,Medea,Pier Paolo Pasolini,"Italy,",1969,https://www.criterion.com/films/33629-medea
,,Phantom India,Louis Malle,"France,",1969,https://www.criterion.com/films/673-phantom-india
545,,Easy Rider,Dennis Hopper,"United States,",1969,https://www.criterion.com/films/27528-easy-rider
,,Porcile,Pier Paolo Pasolini,"Italy,",1969,https://www.criterion.com/films/32392-porcile
1107,,The Learning Tree,Gordon Parks,"United States,",1969,https://www.criterion.com/films/29636-the-learning-tree
,,Love Is Colder Than Death,Rainer Werner Fassbinder,"Germany,",1969,https://www.criterion.com/films/27959-love-is-colder-than-death
104,,Double Suicide,Masahiro Shinoda,"Japan,",1969,https://www.criterion.com/films/640-double-suicide
747,,Fellini Satyricon,Federico Fellini,"Italy,",1969,https://www.criterion.com/films/28038-fellini-satyricon
1023,,The Cremator,Juraj Herz,"Czechoslovakia,",1969,https://www.criterion.com/films/27853-the-cremator
918,,The Color of Pomegranates,Sergei Parajanov,"Soviet Union,",1969,https://www.criterion.com/films/29219-the-color-of-pomegranates
,,Putney Swope,Robert Downey Sr.,"United States,",1969,https://www.criterion.com/films/28358-putney-swope
1098,,The Damned,Luchino Visconti,"Italy,",1969,https://www.criterion.com/films/31319-the-damned
658,,Medium Cool,Haskell Wexler,"United States,",1969,https://www.criterion.com/films/28426-medium-cool
402,,The Milky Way,Luis Buñuel,"France,",1969,https://www.criterion.com/films/832-the-milky-way
,,Calcutta,Louis Malle,"France,",1969,https://www.criterion.com/films/674-calcutta
,,A Married Couple,Allan King,"Canada,",1969,https://www.criterion.com/films/27515-a-married-couple
,,The Joke,Jaromil Jireš,"Czechoslovakia,",1969,https://www.criterion.com/films/27856-the-joke
494,,Downhill Racer,Michael Ritchie,"United States,",1969,https://www.criterion.com/films/20391-downhill-racer
200,,The Honeymoon Killers,Leonard Kastle,"United States,",1969,https://www.criterion.com/films/582-the-honeymoon-killers
916,,Women in Love,Ken Russell,"United Kingdom,",1969,https://www.criterion.com/films/28688-women-in-love
,,Lions Love (. . . and Lies),Agnès Varda,"France,",1969,https://www.criterion.com/films/28628-lions-love-and-lies
,,All Monsters Attack,Ishiro Honda,"Japan,",1969,https://www.criterion.com/films/29343-all-monsters-attack
561,,Kes,Ken Loach,"United Kingdom,",1970,https://www.criterion.com/films/27560-kes
218,,Le cercle rouge,Jean-Pierre Melville,"France,",1970,https://www.criterion.com/films/628-le-cercle-rouge
,,Beware of a Holy Whore,Rainer Werner Fassbinder,"Germany,",1970,https://www.criterion.com/films/27952-beware-of-a-holy-whore
863,,Multiple Maniacs,John Waters,"United States,",1970,https://www.criterion.com/films/28954-multiple-maniacs
347,,Claire’s Knee,Eric Rohmer,"France,",1970,https://www.criterion.com/films/793-claire-s-knee
836,,Beyond the Valley of the Dolls,Russ Meyer,"United States,",1970,https://www.criterion.com/films/28120-beyond-the-valley-of-the-dolls
546,,Five Easy Pieces,Bob Rafelson,"United States,",1970,https://www.criterion.com/films/27529-five-easy-pieces
1029,,Husbands,John Cassavetes,"United States,",1970,https://www.criterion.com/films/28827-husbands
965,,Wanda,Barbara Loden,"United States,",1970,https://www.criterion.com/films/29450-wanda
682,,Investigation of a Citizen Above Suspicion,Elio Petri,"Italy,",1970,https://www.criterion.com/films/27911-investigation-of-a-citizen-above-suspicion
914,,Baal,Volker Schlöndorff,"West Germany,",1970,https://www.criterion.com/films/29060-baal
547,,"Drive, He Said",Jack Nicholson,"United States,",1970,https://www.criterion.com/films/27530-drive-he-said
,,Maidstone,Norman Mailer,"United States,",1970,https://www.criterion.com/films/28069-maidstone
1094,,Watermelon Man,Melvin Van Peebles,"United States,",1970,https://www.criterion.com/films/31629-watermelon-man
99,,Gimme Shelter,"David Maysles, Albert Maysles, and Charlotte Zwerin","United States,",1970,https://www.criterion.com/films/637-gimme-shelter
761,,Valerie and Her Week of Wonders,Jaromil Jireš,"Czechoslovakia,",1970,https://www.criterion.com/films/27860-valerie-and-her-week-of-wonders
187,,Bed and Board,François Truffaut,"France,",1970,https://www.criterion.com/films/733-bed-and-board
1049,,Soleil Ô,Med Hondo,"France,",1970,https://www.criterion.com/films/30299-soleil-o
718,,Donkey Skin,Jacques Demy,"France,",1970,https://www.criterion.com/films/28605-donkey-skin
,,The American Soldier,Rainer Werner Fassbinder,"Germany,",1970,https://www.criterion.com/films/27951-the-american-soldier
1090,,Original Cast Album: “Company”,D. A. Pennebaker,"United States,",1970,https://www.criterion.com/films/30212-original-cast-album-company
759,,The Confession,Costa-Gavras,"Italy,",1970,https://www.criterion.com/films/27873-the-confession
465,,Dodes’ka-den,Akira Kurosawa,"Japan,",1970,https://www.criterion.com/films/1083-dodes-ka-den
,,Zatoichi Goes to the Fire Festival,Kenji Misumi,"Japan,",1970,https://www.criterion.com/films/28584-zatoichi-goes-to-the-fire-festival
,,Fårö Document,Ingmar Bergman,"Sweden,",1970,https://www.criterion.com/films/29439-faro-document
,,Zatoichi Meets Yojimbo,Kihachi Okamoto,"Japan,",1970,https://www.criterion.com/films/28582-zatoichi-meets-yojimbo
338,,Equinox,Jack Woods,"United States,",1970,https://www.criterion.com/films/780-equinox
,,Black Panthers,Agnès Varda,"France,",1970,https://www.criterion.com/films/28627-black-panthers
439,,Trafic,Jacques Tati,"France,",1971,https://www.criterion.com/films/859-trafic
987,,Klute,Alan J. Pakula,"United States,",1971,https://www.criterion.com/films/28708-klute
,,Emitaï,Ousmane Sembène,"Senegal,",1971,https://www.criterion.com/films/29069-emitai
1130,,Shaft,Gordon Parks,"United States,",1971,https://www.criterion.com/films/30643-shaft
629,,Sunday Bloody Sunday,John Schlesinger,"United Kingdom,",1971,https://www.criterion.com/films/28025-sunday-bloody-sunday
608,,Harold and Maude,Hal Ashby,"United States,",1971,https://www.criterion.com/films/27896-harold-and-maude
796,,The Emigrants,Jan Troell,"Sweden,",1971,https://www.criterion.com/films/28701-the-emigrants
825,,A Touch of Zen,King Hu,"Taiwan,",1971,https://www.criterion.com/films/28791-a-touch-of-zen
,,L’enfant aimé ou Je joue à être une femme mariée,Chantal Akerman,"Belgium,",1971,https://www.criterion.com/films/34122-l-enfant-aime-ou-je-joue-a-etre-une-femme-mariee
328,,Murmur of the Heart,Louis Malle,"France,",1971,https://www.criterion.com/films/775-murmur-of-the-heart
548,,A Safe Place,Henry Jaglom,"United States,",1971,https://www.criterion.com/films/27531-a-safe-place
632,,The Decameron,Pier Paolo Pasolini,"Italy,",1971,https://www.criterion.com/films/28105-the-decameron
10,,Walkabout,Nicolas Roeg,"United Kingdom,",1971,https://www.criterion.com/films/522-walkabout
1095,,Sweet Sweetback’s Baadasssss Song,Melvin Van Peebles,"United States,",1971,https://www.criterion.com/films/32000-sweet-sweetback-s-baadasssss-song
